r_1882 FALSE business [258, 11, 6, 6, 8, 2, 2, 2, 0, 2, 0, 1, 5, 2, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1]
r_1941 FALSE business [4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_1947 FALSE business [498, 67, 40, 24, 18, 26, 22, 19, 14, 6, 3, 3, 2, 3, 1, 5, 10, 13, 16, 9, 18, 14, 35, 5]
r_1985 FALSE business [232, 150, 218, 254, 3484, 4126, 2193, 1313, 933, 566, 516, 529, 604, 759, 630, 585, 597, 583, 643, 508, 378, 251, 312, 2572]
r_2007 FALSE business [96, 12, 13, 11, 4, 5, 1, 0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 3, 0, 2, 0, 0, 0, 2]
r_413 FALSE business [96, 32, 15, 46, 28, 14, 10, 11, 4, 13, 4, 7, 1, 1, 0, 0, 0, 0, 3, 2, 2, 0, 1, 0]
r_417 FALSE business [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_418 FALSE business [6, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_437 FALSE business [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_442 FALSE business [3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_721 FALSE business [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_728 FALSE business [2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 8, 9, 0, 0]
r_738 FALSE business [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_740 FALSE business [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_81 FALSE business [4, 3, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_84 FALSE business [63, 38, 30, 31, 16, 16, 15, 2, 6, 2, 1, 4, 8, 10, 34, 43, 59, 41, 36, 47, 15, 16, 14, 25]
r_848 FALSE business [4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_88 FALSE business [1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
r_89 FALSE business [8, 5, 5, 6, 15, 32, 27, 19, 12, 57, 31, 22, 11, 13, 6, 7, 6, 1, 9, 6, 5, 587, 44, 15]
r_91 FALSE business [2, 5, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]
r_92 FALSE business [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_962 FALSE business [6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]
r_975 FALSE business [2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
r_98 FALSE business [9, 2, 1, 1, 0, 0, 3, 0, 4, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0]
